application_id,name,email,phone,address,career_field,current_position,current_company,employment_status,total_experience_years,education,experience,skills,certifications,languages,career_objective,salary_expectation
APP-2024-0024,Saeed Al Shamsi,saeed.alshamsi@gmail.com,+971524999734,"Apartment 2317, Building 972, Al Reem Island, Abu Dhabi, UAE",construction,Project Supervisor,Young-Ward,Employed,1,"[{'degree': 'High School Diploma', 'institution': 'Sharjah Secondary School', 'graduation_year': 2017, 'gpa': 3.16}, {'degree': 'Diploma', 'institution': 'Evans, Clark and Hanson Technical Institute', 'graduation_year': 2019, 'gpa': 3.64}]","[{'title': 'Electrician', 'company': 'Smith Ltd', 'start_date': '2024-01', 'end_date': 'Present', 'duration_years': 1, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards'], 'employment_type': 'Employed'}]","['Data Entry', 'Bengali', 'Hindi', 'French', 'German', 'Communication', 'Time Management', 'Teamwork', 'Computer Literacy', 'Microsoft Office']",[],"[{'language': 'Arabic', 'proficiency': 'Native'}, {'language': 'English', 'proficiency': 'Advanced'}]",Motivated professional seeking growth opportunities while developing professional expertise and skills.,"{'minimum': 6915.333333333334, 'preferred': 8172.666666666667, 'maximum': 10058.666666666668}"
APP-2024-0025,Michelle Blair,michelle.blair@yahoo.com,+971502490250,"Apartment 1894, Building 388, Jumeirah, Dubai, UAE",retail,Shop Assistant,Self-Employed,Self-employed,4,"[{'degree': 'High School Diploma', 'institution': 'Ras Al Khaimah Secondary School', 'graduation_year': 2001, 'gpa': 3.62}, {'degree': 'Diploma', 'institution': 'Leon Ltd Technical Institute', 'graduation_year': 2003, 'gpa': 3.24}]","[{'title': 'Shop Assistant', 'company': 'Self-Employed', 'start_date': '2022-01', 'end_date': 'Present', 'duration_years': 3, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards'], 'employment_type': 'Self-employed'}, {'title': 'Inventory Specialist', 'company': 'Sims and Sons', 'start_date': '2021-06', 'end_date': '2022-09', 'duration_years': 1, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards', 'Supported organizational objectives'], 'employment_type': 'Employed'}]","['Data Entry', 'PowerPoint', 'Leadership', 'Customer Service', 'Problem Solving', 'Urdu', 'German', 'Adaptability', 'Microsoft Office']",[],"[{'language': 'English', 'proficiency': 'Native'}]",Dedicated to contributing value and achieving organizational goals and advance to senior leadership positions.,"{'minimum': 12479.500000000002, 'preferred': 14748.5, 'maximum': 18152.0}"
APP-2024-0026,Lindsey Kumar,lindsey.kumar@gmail.com,+971557697086,"Apartment 1369, Building 305, City Center, Sharjah, UAE",construction,Plumber,Lucas-Anderson,Employed,14,"[{'degree': 'High School Diploma', 'institution': 'Sharjah Secondary School', 'graduation_year': 2008, 'gpa': 3.03}]","[{'title': 'Project Supervisor', 'company': 'Adams, Elliott and Salazar', 'start_date': '2024-01', 'end_date': 'Present', 'duration_years': 1, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards'], 'employment_type': 'Employed'}, {'title': 'Project Supervisor', 'company': 'Cook, Edwards and Page', 'start_date': '2021-11', 'end_date': '2024-06', 'duration_years': 3, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards', 'Supported organizational objectives'], 'employment_type': 'Employed'}, {'title': 'Electrician', 'company': 'Graham-Ellison', 'start_date': '2018-04', 'end_date': '2021-05', 'duration_years': 3, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards'], 'employment_type': 'Employed'}, {'title': 'Plumber', 'company': 'Green-Ballard', 'start_date': '2017-07', 'end_date': '2018-11', 'duration_years': 1, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards', 'Supported organizational objectives'], 'employment_type': 'Employed'}, {'title': 'Plumber', 'company': 'Noble, Thompson and Walter', 'start_date': '2016-10', 'end_date': '2017-03', 'duration_years': 1, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards', 'Supported organizational objectives'], 'employment_type': 'Employed'}, {'title': 'Plumber', 'company': 'Ford-Schultz', 'start_date': '2015-06', 'end_date': '2016-08', 'duration_years': 1, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards', 'Supported organizational objectives'], 'employment_type': 'Employed'}, {'title': 'Electrician', 'company': 'Nichols PLC', 'start_date': '2012-06', 'end_date': '2015-07', 'duration_years': 3, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards'], 'employment_type': 'Employed'}, {'title': 'Construction Worker', 'company': 'King-Jones', 'start_date': '2011-03', 'end_date': '2012-08', 'duration_years': 1, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards', 'Supported organizational objectives'], 'employment_type': 'Employed'}]","['Data Entry', 'Bengali', 'PowerPoint', 'Arabic', 'Hindi', 'Customer Service', 'Problem Solving', 'Project Management', 'German', 'Time Management', 'Communication', 'Teamwork', 'Computer Literacy', 'Adaptability']",['Professional Development'],"[{'language': 'Urdu', 'proficiency': 'Native'}, {'language': 'English', 'proficiency': 'Fluent'}]",Motivated professional seeking growth opportunities and advance to senior leadership positions.,"{'minimum': 9054.1, 'preferred': 10700.300000000001, 'maximum': 13169.6}"
APP-2024-0027,Ahmed Al Maktoum,ahmed.almaktoum@yahoo.com,+971541154656,"Apartment 206, Building 649, City Center, Fujairah, UAE",hospitality,Hotel Manager,Woodward-Malone,Employed,18,"[{'degree': 'High School Diploma', 'institution': 'Abu Dhabi Secondary School', 'graduation_year': 2001, 'gpa': 3.07}]","[{'title': 'Hotel Manager', 'company': 'Smith-Juarez', 'start_date': '2021-01', 'end_date': 'Present', 'duration_years': 4, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards', 'Supported organizational objectives', 'Mentored junior team members', 'Led special projects and initiatives'], 'employment_type': 'Employed'}, {'title': 'Tourism Guide', 'company': 'Blake, Daugherty and Maldonado', 'start_date': '2016-04', 'end_date': '2021-11', 'duration_years': 5, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards', 'Supported organizational objectives', 'Mentored junior team members', 'Led special projects and initiatives', 'Managed departmental processes', 'Contributed to strategic planning'], 'employment_type': 'Employed'}, {'title': 'Event Coordinator', 'company': 'Gilmore-Fischer', 'start_date': '2015-04', 'end_date': '2016-10', 'duration_years': 1, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards', 'Supported organizational objectives'], 'employment_type': 'Employed'}, {'title': 'Event Coordinator', 'company': 'Woods Group', 'start_date': '2013-03', 'end_date': '2015-09', 'duration_years': 2, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards'], 'employment_type': 'Employed'}, {'title': 'Tourism Guide', 'company': 'Blankenship and Sons', 'start_date': '2012-04', 'end_date': '2013-01', 'duration_years': 1, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards', 'Supported organizational objectives'], 'employment_type': 'Employed'}, {'title': 'Restaurant Server', 'company': 'Wright-Barker', 'start_date': '2010-04', 'end_date': '2012-07', 'duration_years': 2, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards', 'Supported organizational objectives'], 'employment_type': 'Employed'}, {'title': 'Restaurant Server', 'company': 'Robles, Gregory and Soto', 'start_date': '2008-12', 'end_date': '2010-11', 'duration_years': 2, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards'], 'employment_type': 'Employed'}, {'title': 'Hotel Manager', 'company': 'Warner and Sons', 'start_date': '2007-08', 'end_date': '2008-01', 'duration_years': 1, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards', 'Supported organizational objectives'], 'employment_type': 'Employed'}]","['Data Entry', 'PowerPoint', 'Hindi', 'Leadership', 'Customer Service', 'Problem Solving', 'Project Management', 'English', 'French', 'Time Management', 'Communication', 'Teamwork', 'Computer Literacy', 'Adaptability']",['Professional Development'],"[{'language': 'Arabic', 'proficiency': 'Native'}, {'language': 'English', 'proficiency': 'Advanced'}]",Motivated professional seeking growth opportunities and advance to senior leadership positions.,"{'minimum': 10945.733333333334, 'preferred': 12935.866666666667, 'maximum': 15921.066666666666}"
APP-2024-0028,Cynthia Rose,cynthia.rose@gmail.com,+971548629977,"Apartment 2005, Building 571, Al Qasimia, Sharjah, UAE",construction,Electrician,Self-Employed,Self-employed,18,"[{'degree': 'High School Diploma', 'institution': 'Ajman Secondary School', 'graduation_year': 2007, 'gpa': 2.97}]","[{'title': 'Plumber', 'company': 'Self-Employed', 'start_date': '2022-01', 'end_date': 'Present', 'duration_years': 3, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards', 'Supported organizational objectives', 'Mentored junior team members'], 'employment_type': 'Self-employed'}, {'title': 'Plumber', 'company': 'Sanchez-Anderson', 'start_date': '2021-11', 'end_date': '2022-01', 'duration_years': 1, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards'], 'employment_type': 'Employed'}, {'title': 'Electrician', 'company': 'Cunningham LLC', 'start_date': '2018-03', 'end_date': '2021-03', 'duration_years': 3, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards', 'Supported organizational objectives', 'Mentored junior team members'], 'employment_type': 'Employed'}, {'title': 'Electrician', 'company': 'Morris, Lewis and Hill', 'start_date': '2013-10', 'end_date': '2018-07', 'duration_years': 5, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards', 'Supported organizational objectives', 'Mentored junior team members'], 'employment_type': 'Employed'}, {'title': 'Plumber', 'company': 'Martinez-Lopez', 'start_date': '2011-06', 'end_date': '2013-05', 'duration_years': 2, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards', 'Supported organizational objectives'], 'employment_type': 'Employed'}, {'title': 'Electrician', 'company': 'Cox-Harris', 'start_date': '2008-06', 'end_date': '2011-09', 'duration_years': 3, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards', 'Supported organizational objectives', 'Mentored junior team members', 'Led special projects and initiatives'], 'employment_type': 'Employed'}, {'title': 'Project Supervisor', 'company': 'Miller-Mullen', 'start_date': '2007-06', 'end_date': '2008-10', 'duration_years': 1, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards'], 'employment_type': 'Employed'}]","['Data Entry', 'Tagalog', 'PowerPoint', 'Hindi', 'Leadership', 'Customer Service', 'Problem Solving', 'Project Management', 'English', 'German', 'Time Management', 'Communication', 'Teamwork', 'Computer Literacy', 'Adaptability']","['Industry Training', 'Professional Development']","[{'language': 'Tagalog', 'proficiency': 'Native'}, {'language': 'English', 'proficiency': 'Advanced'}, {'language': 'Arabic', 'proficiency': 'Basic'}]",Motivated professional seeking growth opportunities and advance to senior leadership positions.,"{'minimum': 12177.733333333334, 'preferred': 14391.866666666667, 'maximum': 17713.066666666666}"
APP-2024-0029,Kimberly Rahman,kimberly.rahman@yahoo.com,+971553332064,"Apartment 1794, Building 680, Al Nakheel, Fujairah, UAE",hospitality,Hotel Manager,"Robinson, Meza and Houston",Employed,0,"[{'degree': 'High School Diploma', 'institution': 'Abu Dhabi Secondary School', 'graduation_year': 2016, 'gpa': 3.07}]",[],"['Data Entry', 'Tagalog', 'Bengali', 'Leadership', 'Communication', 'Teamwork', 'Computer Literacy', 'Microsoft Office']",['Industry Training'],"[{'language': 'Hindi', 'proficiency': 'Native'}, {'language': 'English', 'proficiency': 'Intermediate'}]",Motivated professional seeking growth opportunities while developing professional expertise and skills.,"{'minimum': 3438.6000000000004, 'preferred': 4063.8, 'maximum': 5001.6}"
APP-2024-0030,Kent Singh,kent.singh@gmail.com,+971555127105,"Apartment 1511, Building 754, City Center, Fujairah, UAE",education,Teacher,Self-Employed,Self-employed,22,"[{'degree': 'High School Diploma', 'institution': 'Sharjah Secondary School', 'graduation_year': 1994, 'gpa': 3.82}, {'degree': ""Bachelor's in Computer Science"", 'institution': 'UAE University', 'graduation_year': 1998, 'gpa': 3.48}, {'degree': ""Master's in Computer Science"", 'institution': 'INSEAD', 'graduation_year': 2000, 'gpa': 3.2}]","[{'title': 'Academic Advisor', 'company': 'Self-Employed', 'start_date': '2023-01', 'end_date': 'Present', 'duration_years': 2, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards', 'Supported organizational objectives'], 'employment_type': 'Self-employed'}, {'title': 'Teacher', 'company': 'Clark, Lopez and Perez', 'start_date': '2019-12', 'end_date': '2023-10', 'duration_years': 4, 'responsibilities': ['Planned and delivered engaging lessons', 'Assessed student progress and performance', 'Managed classroom environment', 'Collaborated with parents and colleagues', 'Participated in professional development', 'Mentored junior team members', 'Led special projects and initiatives'], 'employment_type': 'Employed'}, {'title': 'Academic Advisor', 'company': 'Smith-Mitchell', 'start_date': '2018-10', 'end_date': '2019-01', 'duration_years': 1, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards'], 'employment_type': 'Employed'}, {'title': 'Teacher', 'company': 'Mills-Davis', 'start_date': '2015-11', 'end_date': '2018-11', 'duration_years': 3, 'responsibilities': ['Planned and delivered engaging lessons', 'Assessed student progress and performance', 'Managed classroom environment'], 'employment_type': 'Employed'}, {'title': 'Teacher', 'company': 'Walker and Sons', 'start_date': '2012-04', 'end_date': '2015-01', 'duration_years': 3, 'responsibilities': ['Planned and delivered engaging lessons', 'Assessed student progress and performance', 'Managed classroom environment'], 'employment_type': 'Employed'}, {'title': 'Education Consultant', 'company': 'Carter PLC', 'start_date': '2008-01', 'end_date': '2012-09', 'duration_years': 4, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards', 'Supported organizational objectives', 'Mentored junior team members'], 'employment_type': 'Employed'}, {'title': 'Education Consultant', 'company': 'Mcmillan, Vega and Leblanc', 'start_date': '2004-09', 'end_date': '2008-11', 'duration_years': 4, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards', 'Supported organizational objectives', 'Mentored junior team members', 'Led special projects and initiatives'], 'employment_type': 'Employed'}, {'title': 'Education Consultant', 'company': 'Campbell, Heath and Bailey', 'start_date': '2003-10', 'end_date': '2004-08', 'duration_years': 1, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards', 'Supported organizational objectives'], 'employment_type': 'Employed'}]","['Tagalog', 'Teamwork', 'PowerPoint', 'Arabic', 'Leadership', 'Customer Service', 'Problem Solving', 'Urdu', 'Communication', 'Time Management', 'Project Management', 'Computer Literacy', 'Adaptability', 'Microsoft Office']","['Child Development', 'Teaching License', 'TESOL', 'Educational Technology']","[{'language': 'Bengali', 'proficiency': 'Native'}, {'language': 'English', 'proficiency': 'Intermediate'}, {'language': 'Arabic', 'proficiency': 'Intermediate'}]",Motivated professional seeking growth opportunities and advance to senior leadership positions.,"{'minimum': 80498.73333333335, 'preferred': 95134.86666666668, 'maximum': 117089.06666666668}"
APP-2024-0031,Saeed Al Nahyan,saeed.alnahyan@gmail.com,+971524080781,"Apartment 527, Building 746, Al Nakheel, Umm Al Quwain, UAE",business,,,Part-time,11,"[{'degree': 'High School Diploma', 'institution': 'Fujairah Secondary School', 'graduation_year': 2003, 'gpa': 3.41}]","[{'title': 'Sales Manager', 'company': 'Bowman and Sons', 'start_date': '2023-02', 'end_date': '2025-04', 'duration_years': 2, 'responsibilities': ['Managed sales team and territory', 'Developed sales strategies and targets', 'Built relationships with key clients', 'Analyzed market trends'], 'employment_type': 'Employed'}, {'title': 'Project Manager', 'company': 'Hunter Ltd', 'start_date': '2018-04', 'end_date': '2023-07', 'duration_years': 5, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards', 'Supported organizational objectives', 'Mentored junior team members'], 'employment_type': 'Employed'}, {'title': 'Project Manager', 'company': 'Dodson and Sons', 'start_date': '2015-04', 'end_date': '2018-08', 'duration_years': 3, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards', 'Supported organizational objectives', 'Mentored junior team members'], 'employment_type': 'Employed'}, {'title': 'Customer Service Representative', 'company': 'Brennan, Harvey and Hernandez', 'start_date': '2014-10', 'end_date': '2015-08', 'duration_years': 1, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards', 'Supported organizational objectives'], 'employment_type': 'Employed'}]","['Data Entry', 'PowerPoint', 'Hindi', 'Leadership', 'Customer Service', 'German', 'Communication', 'Time Management', 'Teamwork', 'Adaptability', 'Microsoft Office']","['Digital Marketing', 'CRM Certified']","[{'language': 'Arabic', 'proficiency': 'Native'}, {'language': 'English', 'proficiency': 'Advanced'}]",Seeking opportunities to apply analytical and leadership skills and advance to senior leadership positions.,"{'minimum': 9924.933333333334, 'preferred': 11729.466666666667, 'maximum': 14436.266666666666}"
APP-2024-0032,Rashid Al Nuaimi,rashid.alnuaimi@gmail.com,+971589411160,"Apartment 1348, Building 269, Al Majaz, Umm Al Quwain, UAE",business,Business Analyst,Bryan-Gordon,Employed,1,"[{'degree': 'High School Diploma', 'institution': 'Ras Al Khaimah Secondary School', 'graduation_year': 2011, 'gpa': 3.2}, {'degree': ""Bachelor's in Computer Science"", 'institution': 'UAE University', 'graduation_year': 2015, 'gpa': 3.06}, {'degree': ""Master's in Computer Science"", 'institution': 'London Business School', 'graduation_year': 2017, 'gpa': 3.45}]","[{'title': 'Project Manager', 'company': 'Thompson, Shaw and Brown', 'start_date': '2024-01', 'end_date': 'Present', 'duration_years': 1, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards', 'Supported organizational objectives'], 'employment_type': 'Employed'}]","['Data Entry', 'Bengali', 'PowerPoint', 'Problem Solving', 'Urdu', 'English', 'Time Management', 'Project Management', 'Computer Literacy']","['CRM Certified', 'Lean Management', 'PMP']","[{'language': 'Arabic', 'proficiency': 'Native'}, {'language': 'English', 'proficiency': 'Fluent'}]",Seeking opportunities to apply analytical and leadership skills while developing professional expertise and skills.,"{'minimum': 19170.066666666666, 'preferred': 22655.533333333333, 'maximum': 27883.733333333334}"
APP-2024-0033,Amna Al Nahyan,amna.alnahyan@hotmail.com,+971553513948,"Apartment 1514, Building 947, Al Nakheel, Sharjah, UAE",hospitality,Event Coordinator,Andrade-Lawrence,Employed,8,"[{'degree': 'High School Diploma', 'institution': 'Sharjah Secondary School', 'graduation_year': 2000, 'gpa': 3.11}, {'degree': ""Bachelor's in Management"", 'institution': 'American University', 'graduation_year': 2004, 'gpa': 3.04}]","[{'title': 'Tourism Guide', 'company': 'Hancock, Jordan and Howard', 'start_date': '2023-01', 'end_date': 'Present', 'duration_years': 2, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards'], 'employment_type': 'Employed'}, {'title': 'Hotel Manager', 'company': 'Stephens LLC', 'start_date': '2018-01', 'end_date': '2023-11', 'duration_years': 5, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards'], 'employment_type': 'Employed'}, {'title': 'Tourism Guide', 'company': 'Wagner, Anderson and Good', 'start_date': '2017-01', 'end_date': '2018-12', 'duration_years': 1, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards'], 'employment_type': 'Employed'}]","['Teamwork', 'PowerPoint', 'Arabic', 'Bengali', 'Customer Service', 'Problem Solving', 'Urdu', 'Communication', 'Project Management', 'Computer Literacy', 'Microsoft Office']","['Professional Development', 'Industry Training']","[{'language': 'Arabic', 'proficiency': 'Native'}, {'language': 'English', 'proficiency': 'Intermediate'}]",Motivated professional seeking growth opportunities and advance to senior leadership positions.,"{'minimum': 6523.000000000001, 'preferred': 7709.0, 'maximum': 9488.0}"
APP-2024-0034,Mohammed Al Qasimi,mohammed.alqasimi@yahoo.com,+971547931436,"Apartment 1705, Building 567, Al Qasimia, Umm Al Quwain, UAE",business,Business Analyst,"Thomas, Reese and Williams",Employed,0,"[{'degree': 'High School Diploma', 'institution': 'Sharjah Secondary School', 'graduation_year': 1996, 'gpa': 3.23}]",[],"['Data Entry', 'PowerPoint', 'Arabic', 'Hindi', 'Leadership', 'French', 'Teamwork', 'Computer Literacy', 'Adaptability']",['PMP'],"[{'language': 'Arabic', 'proficiency': 'Native'}, {'language': 'English', 'proficiency': 'Fluent'}]",Seeking opportunities to apply analytical and leadership skills while developing professional expertise and skills.,"{'minimum': 12640.466666666669, 'preferred': 14938.733333333335, 'maximum': 18386.133333333335}"
APP-2024-0035,Hamad Al Mazrouei,hamad.almazrouei@gmail.com,+971568816145,"Apartment 1491, Building 92, Al Nahyan, Abu Dhabi, UAE",technology,Web Developer,Williams PLC,Employed,7,"[{'degree': 'High School Diploma', 'institution': 'Ras Al Khaimah Secondary School', 'graduation_year': 2002, 'gpa': 3.25}, {'degree': ""Bachelor's in Computer Science"", 'institution': 'Zayed University', 'graduation_year': 2006, 'gpa': 2.96}]","[{'title': 'Web Developer', 'company': 'Woodard, Benson and Patton', 'start_date': '2022-01', 'end_date': 'Present', 'duration_years': 3, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards', 'Supported organizational objectives', 'Mentored junior team members', 'Led special projects and initiatives'], 'employment_type': 'Employed'}, {'title': 'Web Developer', 'company': 'Petty Inc', 'start_date': '2020-12', 'end_date': '2022-11', 'duration_years': 2, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards', 'Supported organizational objectives'], 'employment_type': 'Employed'}, {'title': 'IT Support', 'company': 'Jordan, Lewis and Smith', 'start_date': '2018-12', 'end_date': '2020-09', 'duration_years': 2, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards', 'Supported organizational objectives'], 'employment_type': 'Employed'}]","['Data Entry', 'Tagalog', 'Java', 'PowerPoint', 'Hindi', 'Node.js', 'Leadership', 'Docker', 'Customer Service', 'AWS', 'Problem Solving', 'Urdu', 'German', 'Time Management', 'SQL', 'JavaScript', 'Project Management', 'Microsoft Office']",['AWS Certified'],"[{'language': 'Arabic', 'proficiency': 'Native'}, {'language': 'English', 'proficiency': 'Intermediate'}]",Seeking opportunities to leverage technical skills in software development and advance to senior leadership positions.,"{'minimum': 25465.000000000004, 'preferred': 30095.0, 'maximum': 37040.0}"
APP-2024-0036,Edward Thomas,edward.thomas@outlook.com,+971507780598,"Apartment 498, Building 320, City Center, Sharjah, UAE",technology,Data Analyst,Ochoa Group,Employed,15,"[{'degree': 'High School Diploma', 'institution': 'Sharjah Secondary School', 'graduation_year': 1999, 'gpa': 3.66}, {'degree': ""Bachelor's in Computer Science"", 'institution': 'UAE University', 'graduation_year': 2003, 'gpa': 3.64}]","[{'title': 'Cybersecurity Specialist', 'company': 'Fields, Nelson and Parks', 'start_date': '2022-01', 'end_date': 'Present', 'duration_years': 3, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards'], 'employment_type': 'Employed'}, {'title': 'IT Support', 'company': 'Franklin-Myers', 'start_date': '2019-07', 'end_date': '2022-02', 'duration_years': 3, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards', 'Supported organizational objectives', 'Mentored junior team members', 'Led special projects and initiatives'], 'employment_type': 'Employed'}, {'title': 'Web Developer', 'company': 'White and Sons', 'start_date': '2018-10', 'end_date': '2019-05', 'duration_years': 1, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards'], 'employment_type': 'Employed'}, {'title': 'Data Analyst', 'company': 'Mendez, Joyce and Stanley', 'start_date': '2016-06', 'end_date': '2018-03', 'duration_years': 2, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards', 'Supported organizational objectives'], 'employment_type': 'Employed'}, {'title': 'IT Support', 'company': 'Jackson, Rodgers and Gonzalez', 'start_date': '2011-11', 'end_date': '2016-09', 'duration_years': 5, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards', 'Supported organizational objectives', 'Mentored junior team members', 'Led special projects and initiatives'], 'employment_type': 'Employed'}, {'title': 'Cybersecurity Specialist', 'company': 'Case, Stewart and Phillips', 'start_date': '2010-06', 'end_date': '2011-10', 'duration_years': 1, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards', 'Supported organizational objectives'], 'employment_type': 'Employed'}]","['Hindi', 'Customer Service', 'Time Management', 'SQL', 'Communication', 'Project Management', 'Tagalog', 'Arabic', 'Docker', 'Python', 'German', 'Git', 'JavaScript', 'Data Entry', 'Java', 'PowerPoint', 'Node.js', 'Leadership', 'React', 'AWS', 'Problem Solving', 'Teamwork', 'Adaptability', 'Microsoft Office']","['Microsoft Certified', 'AWS Certified']","[{'language': 'English', 'proficiency': 'Native'}, {'language': 'Arabic', 'proficiency': 'Intermediate'}]",Seeking opportunities to leverage technical skills in software development and advance to senior leadership positions.,"{'minimum': 45874.76666666667, 'preferred': 54215.63333333334, 'maximum': 66726.93333333333}"
APP-2024-0037,Craig Patel,craig.patel@yahoo.com,+971565216258,"Apartment 414, Building 893, Al Majaz, Ajman, UAE",construction,Electrician,Reyes Ltd,Employed,4,"[{'degree': 'High School Diploma', 'institution': 'Dubai Secondary School', 'graduation_year': 2015, 'gpa': 3.16}]","[{'title': 'Project Supervisor', 'company': 'Aguilar, Kramer and Prince', 'start_date': '2022-01', 'end_date': 'Present', 'duration_years': 3, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards', 'Supported organizational objectives', 'Mentored junior team members', 'Led special projects and initiatives'], 'employment_type': 'Employed'}, {'title': 'Electrician', 'company': 'Thomas-Levine', 'start_date': '2021-12', 'end_date': '2022-02', 'duration_years': 1, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards'], 'employment_type': 'Employed'}]","['Data Entry', 'Tagalog', 'PowerPoint', 'Hindi', 'Arabic', 'Customer Service', 'French', 'Time Management', 'Project Management', 'Computer Literacy', 'Adaptability']",['Professional Development'],"[{'language': 'Bengali', 'proficiency': 'Native'}, {'language': 'English', 'proficiency': 'Intermediate'}]",Motivated professional seeking growth opportunities and advance to senior leadership positions.,"{'minimum': 6166.6, 'preferred': 7287.8, 'maximum': 8969.6}"
APP-2024-0038,Beverly Perry,beverly.perry@yahoo.com,+971589110515,"Apartment 999, Building 108, Al Qasimia, Sharjah, UAE",healthcare,Pharmacist,Allen Ltd,Employed,1,"[{'degree': 'High School Diploma', 'institution': 'Dubai Secondary School', 'graduation_year': 2008, 'gpa': 3.02}, {'degree': ""Bachelor's in Business"", 'institution': 'Zayed University', 'graduation_year': 2012, 'gpa': 3.6}]","[{'title': 'Pharmacist', 'company': 'Simmons-Harris', 'start_date': '2024-01', 'end_date': 'Present', 'duration_years': 1, 'responsibilities': ['Performed daily operational tasks', 'Collaborated with team members', 'Maintained quality standards'], 'employment_type': 'Employed'}]","['Data Entry', 'PowerPoint', 'Problem Solving', 'English', 'German', 'Time Management', 'Teamwork', 'Microsoft Office']",['Patient Care'],"[{'language': 'Arabic', 'proficiency': 'Native'}, {'language': 'English', 'proficiency': 'Fluent'}]",Seeking to contribute to healthcare excellence and innovation while developing professional expertise and skills.,"{'minimum': 79355.46666666667, 'preferred': 93783.73333333334, 'maximum': 115426.13333333333}"
